,dataset,n_cols,has_sex_or_gender_column,cols
424,ULM-DS-Lab/food-composition-matrix,20,False,"['KODE', 'Energy', 'Protein', 'Fat', 'Carbohydrate', 'Fiber', 'Calcium', 'Phosphorus', 'Iron', 'Sodium', 'Potassium', 'Copper', 'Zinc', 'Retinol', 'Beta_Carotene', 'Total_Carotenoids', 'Thiamine', 'Riboflavin', 'Niacin', 'Vitamin_C']"
425,wildricka7/remote-worker-productivity,30,True,"['Employee_ID', 'Age', 'Years_Experience', 'WFH_Days_Per_Week', 'Gender', 'Education_Level', 'Marital_Status', 'Has_Children', 'Location_Type', 'Department', 'Job_Level', 'Company_Size', 'Industry', 'Home_Office_Quality', 'Internet_Speed_Category', 'Work_Hours_Per_Week', 'Manager_Support_Level', 'Team_Collaboration_Frequency', 'Productivity_Score', 'Task_Completion_Rate', 'Quality_Score', 'Innovation_Score', 'Efficiency_Rating', 'Meetings_Per_Week', 'Commute_Time_Minutes', 'Job_Satisfaction', 'Stress_Level', 'Work_Life_Balance', 'Survey_Date', 'Response_Quality']"
426,koushik1212/synthetic-diabetes-hypertension-NCD-screening-WHO-HEARTS,27,True,"['id', 'age_years', 'sex', 'bmi', 'bmi_category', 'waist_circumference_cm', 'central_obesity', 'smoking_status', 'alcohol_use', 'physical_activity', 'family_history_diabetes', 'family_history_cvd', 'systolic_bp_mmhg', 'diastolic_bp_mmhg', 'hypertension_status', 'fasting_glucose_mgdl', 'hba1c_pct', 'diabetes_status', 'total_cholesterol_mgdl', 'hdl_mgdl', 'ldl_mgdl', 'triglycerides_mgdl', 'cvd_risk_10yr_pct', 'cvd_risk_category', 'on_antihypertensive', 'on_antidiabetic', 'on_statin']"
427,saediscrazy/nasa-cmapss-rul,27,False,"['unit_number', 'time_in_cycles', 'op_setting_1', 'op_setting_2', 'op_setting_3', 'sensor_1', 'sensor_2', 'sensor_3', 'sensor_4', 'sensor_5', 'sensor_6', 'sensor_7', 'sensor_8', 'sensor_9', 'sensor_10', 'sensor_11', 'sensor_12', 'sensor_13', 'sensor_14', 'sensor_15', 'sensor_16', 'sensor_17', 'sensor_18', 'sensor_19', 'sensor_20', 'sensor_21', 'RUL']"
428,Hussnaaain/digital-lifestyle-benchmark-dataset,24,True,"['id', 'age', 'gender', 'region', 'income_level', 'education_level', 'daily_role', 'device_hours_per_day', 'phone_unlocks', 'notifications_per_day', 'social_media_mins', 'study_mins', 'physical_activity_days', 'sleep_hours', 'sleep_quality', 'anxiety_score', 'depression_score', 'stress_level', 'happiness_score', 'focus_score', 'high_risk_flag', 'device_type', 'productivity_score', 'digital_dependence_score']"
429,electricsheepafrica/pv-degradation-environmental-stress-africa,27,False,"['panel_id', 'technology_type', 'manufacturer', 'module_watt', 'installation_year', 'installation_month', 'age_years', 'country', 'location_latitude', 'location_longitude', 'altitude_m', 'ambient_temp_c', 'humidity_pct', 'wind_speed_mps', 'rainfall_mm', 'uv_exposure_j_m2', 'thermal_cycling_count', 'dust_accumulation_g_m2', 'soiling_loss_pct', 'cleaning_frequency_per_year', 'cell_temp_c', 'irradiance_w_m2', 'temperature_coefficient_pct_per_c', 'initial_efficiency_pct', 'degradation_rate_pct_per_year', 'degraded_efficiency_pct', 'degradation_cause']"
430,electricsheepafrica/dust-soiling-maintenance-impact-africa,32,False,"['sample_id', 'country', 'location_latitude', 'location_longitude', 'year', 'month', 'season', 'surface_type', 'surface_tilt_angle_deg', 'surface_orientation', 'dust_particle_size_um', 'dust_composition_sand', 'dust_composition_clay', 'dust_composition_organic', 'dust_composition_salt', 'deposition_rate_g_m2_day', 'accumulation_period_days', 'dust_accumulation_g_m2', 'rainfall_mm', 'humidity_pct', 'wind_speed_mps', 'evaporation_rate_mm_day', 'cleaning_method', 'cleaning_effectiveness_pct', 'cleaning_frequency', 'cleaning_cost_per_m2', 'labor_cost_usd_per_hour', 'water_usage_l_per_m2', 'transmittance_loss_pct_before', 'transmittance_loss_pct_after', 'soiling_ratio', 'annual_cleaning_cost_usd_per_m2']"
431,electricsheepafrica/pv-performance-benchmarking-africa,36,False,"['system_id', 'installation_name', 'commissioning_year', 'commissioning_month', 'technology_type', 'module_manufacturer', 'model_number', 'nominal_power_w', 'efficiency_pct_stc', 'temperature_coefficient_pct_per_c', 'location_latitude', 'location_longitude', 'altitude_m', 'irradiance_w_m2', 'ghi_kwh_m2_day', 'ambient_temp_c', 'wind_speed_mps', 'cell_temp_c', 'dc_output_kw', 'ac_output_kw', 'inverter_efficiency_pct', 'wiring_losses_pct', 'mismatch_loss_pct', 'shading_loss_pct', 'spectral_loss_pct', 'lid_loss_pct', 'performance_ratio', 'capacity_factor', 'availability_pct', 'downtime_hours', 'tracking_type', 'installation_type', 'monitoring_system', 'data_frequency', 'yearly_energy_production_kwh', 'specific_yield_kwh_kwp']"
432,electricsheepafrica/pv-economic-impact-analysis-africa,38,False,"['project_id', 'project_name', 'country', 'installation_year', 'installation_month', 'project_lifetime_years', 'system_size_kwp', 'technology_type', 'capex_usd_per_kw', 'opex_usd_per_kw_per_year', 'financing_structure', 'debt_equity_ratio', 'interest_rate', 'equity_fraction', 'debt_fraction', 'initial_efficiency_pct', 'annual_degradation_rate_pct', 'electricity_price_usd_per_kwh', 'inflation_rate', 'discount_rate', 'soiling_loss_pct', 'temperature_loss_pct', 'curtailment_loss_pct', 'grid_availability_pct', 'cleaning_cost_usd_per_kw_per_year', 'o_and_m_cost_usd_per_kw_per_year', 'replacement_cost_inv_pct', 'annual_energy_production_kwh_year1', 'annual_energy_production_kwh_yearN', 'revenue_loss_due_to_degradation_usd_per_year', 'lcoe_usd_per_kwh', 'payback_period_years', 'npv_usd', 'irr_pct', 'sensitivity_analysis_soiling', 'sensitivity_analysis_degradation', 'sensitivity_analysis_elec_price', 'sensitivity_analysis_capex']"
433,Rynaxzion/predictive-maintenance-engine-data,7,False,"['engine_rpm', 'lub_oil_pressure', 'fuel_pressure', 'coolant_pressure', 'lub_oil_temp', 'coolant_temp', 'engine_condition']"
434,electricsheepafrica/malaria-burden-spatiotemporal,27,False,"['record_id', 'state', 'lga', 'year', 'month', 'rainfall_mm', 'temperature_avg_c', 'vegetation_index', 'season', 'intervention_flag', 'reporting_completeness_pct', 'timeliness_pct', 'source', 'total_cases', 'symptomatic_cases', 'asymptomatic_cases', 'cases_under5', 'cases_5to15', 'cases_15plus', 'suspected_cases', 'tested_cases', 'positive_cases', 'rd_t_positive', 'microscopy_positive', 'pcr_positive', 'predicted_cases_lower_ci', 'predicted_cases_upper_ci']"
435,electricsheepafrica/intervention-coverage-effectiveness,32,False,"['record_id', 'state', 'lga', 'year', 'month', 'quarter', 'population_total', 'population_under5', 'population_women_reproductive_age', 'itn_household_ownership_pct', 'itn_access_pct', 'itn_usage_under5_pct', 'itn_usage_women_preg_pct', 'irs_coverage_pct', 'structures_sprayed_pct', 'smc_eligibility_under5_pct', 'smc_coverage_pct', 'smc_courses_distributed', 'iptp1_pct', 'iptp2_pct', 'iptp3plus_pct', 'antenatal_care_visits_pct', 'act_stockout_pct', 'rd_t_stockout_pct', 'microscopy_stockout_pct', 'treatment_seeking_within_24h_pct', 'treatment_seeking_within_48h_pct', 'facility_reporting_rate_pct', 'stock_reporting_completeness_pct', 'intervention_campaign_flag', 'commodity_pipeline_status', 'weather_disruption_flag']"
436,electricsheepafrica/diagnostic-treatment-pathways,39,True,"['record_id', 'state', 'lga', 'year', 'month', 'week', 'patient_id', 'age_years', 'age_group', 'sex', 'pregnancy_status', 'fever_duration_hours_before_treatment', 'treatment_seeking_first_provider', 'test_performed_flag', 'test_type', 'test_result', 'rd_t_result_if_done', 'microscopy_result_if_done', 'pcr_result_if_done', 'rdt_microscopy_agreement', 'rdt_pcr_agreement', 'microscopy_pcr_agreement', 'treatment_given', 'treatment_type', 'act_type_received', 'dosage_completeness_pct', 'parasite_clearance_time_hours', 'presumptive_treatment_without_test', 'patient_outcome', 'facility_level', 'managing_authority', 'urban_rural', 'season', 'malaria_transmission_intensity', 'stockout_affected_treatment', 'caregiver_education_level', 'caregiver_knowledge_score', 'distance_to_facility_km', 'transport_cost_ngn']"
437,electricsheepafrica/malaria-pregnancy-vulnerable-populations,53,False,"['record_id', 'state', 'lga', 'year', 'month', 'quarter', 'pregnancy_id', 'maternal_age_years', 'gestational_age_weeks', 'trimester', 'gravida', 'parity', 'malaria_during_pregnancy_flag', 'malaria_trimester_occurred', 'iptp1_dose_given', 'iptp2_dose_given', 'iptp3plus_dose_given', 'iptp_doses_received', 'sulfadoxine_pyrimethamine_sp_doses', 'hematocrit_pct', 'hemoglobin_g_dl', 'anemia_flag', 'anemia_severity', 'infant_birth_weight_grams', 'low_birth_weight_flag', 'preterm_birth_flag', 'apgar_score_1min', 'apgar_score_5min', 'maternal_bed_net_use_past_night', 'itn_ownership_household', 'interstitial_preventive_treatment', 'fan_treatment', 'anemia_testing_done', 'iron_folic_acid_supplementation', 'antenatal_care_visits_count', 'timing_of_first_visit_trimester', 'facility_level', 'managing_authority', 'urban_rural', 'season', 'malaria_transmission_intensity', 'stockout_iptp', 'stockout_iron_folic_acid', 'referral_received', 'outcome', 'birth_weight_category', 'gestation_category', 'maternal_education_level', 'household_wealth_quintile', 'distance_to_facility_km', 'transport_cost_ngn', 'hiv_status', 'syphilis_screening']"
438,Mittalyash/green-supply-chain-demand,3,False,"['p', 'g', 'd']"
439,electricsheepafrica/hiv-treatment-cascade-drug-resistance,54,True,"['record_id', 'state', 'lga', 'year', 'quarter', 'zone', 'person_id', 'age_years', 'age_group', 'sex', 'pregnancy_status', 'key_population', 'kp_type', 'hiv_status', 'date_of_diagnosis', 'days_since_diagnosis', 'ever_linked_to_care', 'date_of_art_initiation', 'months_on_art', 'current_art_regimen', 'art_adherence_pct', 'missed_doses_last_month', 'vl_test_done', 'vl_result', 'vl_suppressed', 'vl_suppression_threshold', 'vl_detectable', 'dr_test_done', 'dr_test_method', 'num_drms_detected', 'high_level_risk_drugs', 'specific_drms', 'dr_category', 'transmitted_resistance_flag', 'treatment_outcome', 'facility_level', 'managing_authority', 'urban_rural', 'stockout_arv', 'stockout_rt_kits', 'cd4_count_cells_ul', 'who_clinical_stage', 'tb_screening_done', 'tb_preventive_therapy', 'cervical_cancer_screening', 'mental_health_screening', 'household_wealth_quintile', 'education_level', 'distance_to_facility_km', 'transport_cost_ngn', 'stigma_experienced', 'disclosure_status', 'partner_notification_done', 'condom_use_at_last_sex']"
440,electricsheepafrica/education-quality-learning-outcomes,77,True,"['record_id', 'state', 'lga', 'year', 'term', 'school_id', 'school_type', 'school_level', 'school_location', 'school_shifts', 'total_enrollment', 'boys_enrollment', 'girls_enrollment', 'student_id', 'age_years', 'sex', 'grade_level', 'student_with_disability', 'disability_type', 'household_wealth_quintile', 'parent_education_level', 'parent_occupation', 'household_size', 'distance_to_school_km', 'transport_mode', 'attendance_rate_pct', 'absenteeism_reason', 'repetition_rate_pct', 'dropout_rate_pct', 'promotion_rate_pct', 'pupil_teacher_ratio', 'teacher_qualification_status', 'teacher_training_received_pct', 'teacher_attendance_rate_pct', 'classroom_count', 'student_classroom_ratio', 'classroom_has_blackboard', 'classroom_has_furniture', 'classroom_ventilation_adequate', 'classroom_lighting_adequate', 'school_water_source', 'school_sanitation_facility_type', 'handwashing_facility_present', 'soap_available', 'school_electricity_source', 'generator_backup', 'ict_availability', 'library_availability', 'books_per_student', 'laboratory_availability', 'sports_facilities_availability', 'security_personnel_present', 'fencing_perimeter', 'foundation_literacy_assessment_score', 'foundation_numeracy_assessment_score', 'english_proficiency_level', 'mathematics_proficiency_level', 'science_proficiency_level', 'continuous_assessment_score', 'examination_score', 'term_average_score', 'promotion_decision', 'jamb_score', 'waec_result', 'ncee_result', 'extracurricular_activities_participation', 'parent_teacher_association_active', 'school_management_board_active', 'last_inspection_date', 'inspection_rating', 'textbook_availability_pct', 'instructional_materials_adequate', 'language_of_instruction', 'school_feeding_program', 'meals_per_week', 'school_feeding_beneficiary_pct', 'take_home_ration']"
441,ashish-soni08/ice-cream-demand,6,False,"['Date', 'DayOfWeek', 'Month', 'Temperature', 'Rainfall', 'IceCreamsSold']"
442,patrick2321/evm-pv-ev-ac-bac-timeseries,15,False,"['project_id', 'project', 'project_type', 'period', 'BAC', 'PV', 'EV', 'AC', 'SV', 'CV', 'SPI', 'CPI', 'EAC', 'ETC', 'VAC']"
443,SeiyaCM/KandenAiHackathonAirflow,7,False,"['case_id', 'n_cells', 'ac_speed', 'ac_temperature', 'window_open', 'layout_id', 'ventilation_rate']"
444,electricsheepafrica/african-court-case-backlogs,16,False,"['record_id', 'country', 'year', 'court_level', 'population', 'judge_density_per_100k', 'total_judges', 'cases_filed', 'case_type', 'clearance_rate', 'cases_resolved', 'avg_disposition_months', 'pending_cases', 'backlog_rate', 'backlog_severity', 'wjp_rule_of_law_score']"
445,electricsheepafrica/african-judicial-access-indicators,20,True,"['record_id', 'country', 'year', 'region_type', 'lawyer_density_per_100k', 'court_density_per_100k', 'distance_to_court_km', 'travel_time_hours', 'legal_aid_coverage_pct', 'legal_aid_per_capita_usd', 'paralegal_density_per_100k', 'cost_pct_monthly_income', 'bribery_rate_pct', 'trust_in_courts_pct', 'gender_access_ratio', 'customary_justice_use_pct', 'court_contact_rate_pct', 'wjp_rule_of_law_score', 'access_score', 'access_level']"
446,electricsheepafrica/african-voter-registration-quality,20,False,"['record_id', 'country', 'year', 'region_type', 'population_millions', 'eligible_voters', 'registered_voters', 'registration_rate', 'biometric_registered', 'biometric_coverage_rate', 'duplicate_registrations', 'duplicate_rate', 'deceased_registrations', 'deceased_rate', 'ghost_voters', 'ghost_rate', 'verification_errors', 'error_rate', 'registration_completeness_score', 'registration_quality']"
447,electricsheepafrica/nigeria-budget-execution-tracking,23,False,"['record_id', 'fiscal_year', 'ministry', 'budget_type', 'approved_budget_ngn', 'revenue_realized_ngn', 'revenue_realization_rate', 'q1_release_ngn', 'q2_release_ngn', 'q3_release_ngn', 'q4_release_ngn', 'total_released_ngn', 'release_rate', 'actual_expenditure_ngn', 'execution_rate', 'variance_ngn', 'variance_rate', 'q1_share', 'q2_share', 'q3_share', 'q4_share', 'release_pattern', 'execution_quality']"
448,electricsheepafrica/african-public-procurement-data,11,False,"['record_id', 'country', 'year', 'procurement_method', 'sector', 'contract_value_usd_millions', 'num_bidders', 'single_source', 'contract_completed', 'price_benchmark_ratio', 'days_to_award']"
449,electricsheepafrica/african-land-registry-digitization,22,False,"['record_id', 'country', 'year', 'region_type', 'total_land_parcels_millions', 'cadastral_coverage_pct', 'parcels_surveyed_millions', 'title_issuance_rate', 'titles_issued_millions', 'title_coverage_pct', 'digitalization_level', 'digital_records_pct', 'processing_time_days', 'registration_cost_usd', 'dispute_rate', 'land_disputes_millions', 'resolution_rate', 'disputes_resolved_millions', 'formal_tenure_pct', 'customary_tenure_pct', 'registration_efficiency', 'digitization_class']"
