subset,category,fold_id,model,downsample,seed_id,train_size,test_size,rmse,mae
drp,all,5,featureless,True,1,12968,3242,0.02811022475361824,0.028894145041704178
drp,all,5,featureless,True,1,172616,3242,0.02811022475361824,0.028894145041704178
drp,all,5,linear,True,1,12968,3242,0.02845514297569751,0.023750218263493245
drp,all,5,linear,True,1,172616,3242,0.02845514297569751,0.023750218263493245
eag,other,1,featureless,True,1,8608,2153,0.027528448030352592,0.021112363785505295
eag,other,1,linear,True,1,8608,2153,0.03890150983347368,0.021376138940800204
eag,all,1,featureless,True,1,8608,2153,0.02727297693490982,0.020667729899287224
eag,all,1,featureless,True,1,178065,2153,0.02727297693490982,0.020667729899287224
eag,all,1,linear,True,1,8608,2153,0.02675428055967759,0.01894141807614247
eag,all,1,linear,True,1,178065,2153,0.02675428055967759,0.01894141807614247
eag,other,2,featureless,True,1,8608,2152,0.02668454684317112,0.021040786057710648
eag,other,2,linear,True,1,8608,2152,0.043085470946929105,0.02071398259226584
eag,all,2,featureless,True,1,8608,2152,0.026415741071105003,0.02051587402820587
eag,all,2,featureless,True,1,178065,2152,0.026415741071105003,0.02051587402820587
eag,all,2,linear,True,1,8608,2152,0.026261575209360788,0.01865971836116312
eag,all,2,linear,True,1,178065,2152,0.026261575209360788,0.01865971836116312
eag,other,3,featureless,True,1,8608,2152,0.026829203590750694,0.020288553088903427
eag,other,3,linear,True,1,8608,2152,0.03796698346217571,0.020668195843767084
eag,all,3,featureless,True,1,8608,2152,0.026568971574306488,0.019818274304270744
eag,all,3,featureless,True,1,178065,2152,0.026568971574306488,0.019818274304270744
eag,all,3,linear,True,1,8608,2152,0.026054680398208293,0.018292050319414555
eag,all,3,linear,True,1,178065,2152,0.026054680398208293,0.018292050319414555
eag,other,4,featureless,True,1,8608,2152,0.02693118155002594,0.020901784300804138
eag,other,4,linear,True,1,8608,2152,0.032717294145252665,0.020989793880932334
eag,all,4,featureless,True,1,8608,2152,0.026662573218345642,0.02045275643467903
eag,all,4,featureless,True,1,178065,2152,0.026662573218345642,0.02045275643467903
eag,all,4,linear,True,1,8608,2152,0.039265354096567874,0.018793634348608507
eag,all,4,linear,True,1,178065,2152,0.039265354096567874,0.018793634348608507
eag,other,5,featureless,True,1,8608,2152,0.02769128791987896,0.021374749019742012
eag,other,5,linear,True,1,8608,2152,0.04373492119982105,0.020661845812617402
eag,all,5,featureless,True,1,8608,2152,0.027435095980763435,0.020822566002607346
eag,all,5,featureless,True,1,178065,2152,0.027435095980763435,0.020822566002607346
eag,all,5,linear,True,1,8608,2152,0.05041133284352527,0.01863208856063063
eag,all,5,linear,True,1,178065,2152,0.05041133284352527,0.01863208856063063
qme,other,1,featureless,True,1,39629,9908,0.05672004073858261,0.023365983739495277
qme,other,1,linear,True,1,39629,9908,0.17065679717991733,0.02740574234683718
qme,all,1,featureless,True,1,39629,9908,0.05243200436234474,0.020336875692009926
qme,all,1,featureless,True,1,139289,9908,0.05243200436234474,0.020336875692009926
qme,all,1,linear,True,1,39629,9908,0.05153088589920664,0.02059093036536909
qme,all,1,linear,True,1,139289,9908,0.05153088589920664,0.02059093036536909
qme,other,2,featureless,True,1,39629,9908,0.056564729660749435,0.023607298731803894
qme,other,2,linear,True,1,39629,9908,0.19924235556455555,0.027666623536972412
qme,all,2,featureless,True,1,39629,9908,0.0522325299680233,0.020600484684109688
qme,all,2,featureless,True,1,139289,9908,0.0522325299680233,0.020600484684109688
qme,all,2,linear,True,1,39629,9908,0.049138826656524644,0.02060560352971061
qme,all,2,linear,True,1,139289,9908,0.049138826656524644,0.02060560352971061
qme,other,3,featureless,True,1,39629,9907,0.05628180876374245,0.023642107844352722
qme,other,3,linear,True,1,39629,9907,0.20115813000846725,0.027608562673468895
qme,all,3,featureless,True,1,39629,9907,0.05194089934229851,0.020258162170648575
qme,all,3,featureless,True,1,139289,9907,0.05194089934229851,0.020258162170648575
qme,all,3,linear,True,1,39629,9907,0.19455333645550243,0.020303026366187638
qme,all,3,linear,True,1,139289,9907,0.19455333645550243,0.020303026366187638
qme,other,4,featureless,True,1,39629,9907,0.05586028844118118,0.023153947666287422
qme,other,4,linear,True,1,39629,9907,0.16377154163728053,0.027058043221979244
qme,all,4,featureless,True,1,39629,9907,0.051569171249866486,0.020160764455795288
qme,all,4,featureless,True,1,139289,9907,0.051569171249866486,0.020160764455795288
qme,all,4,linear,True,1,39629,9907,0.04889739809112518,0.020523919217009245
qme,all,4,linear,True,1,139289,9907,0.04889739809112518,0.020523919217009245
qme,other,5,featureless,True,1,39629,9907,0.05559651181101799,0.023432657122612
qme,other,5,linear,True,1,39629,9907,0.14798417874326686,0.02751006223220176
qme,all,5,featureless,True,1,39629,9907,0.05126284435391426,0.020582236349582672
